"","Province","Region","Product","SubProduct","Finance","Segment","Purpose","InstallmentType","Performa","Provision","ClassPercent","TotalAc","classification"
"116","Punjab","1","sme","small enterprise","running finance a/c.","general traders","working capital","monthly","6","6","100","1","LOSS"
"117","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","2","100","1","LOSS"
"118","Punjab","1","commercial","commercial upto 100m","demand finance a/c.","services","working capital","monthly","6","7","100","1","LOSS"
"119","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"120","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"121","Punjab","1","sme","small enterprise","packing finance part i.","textile composite","working capital","monthly","6","7","100","1","LOSS"
"122","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"123","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"124","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (improvement)","individuals","working capital","monthly","6","7","100","1","LOSS"
"125","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"126","Punjab","1","sme","small enterprise","running finance a/c.","individuals","working capital","monthly","6","6","100","1","LOSS"
"127","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","working capital","monthly","6","7","100","1","LOSS"
"129","Punjab","1","saibaan","mortgage loans","demand finance nbp saiban (purchase) a/c","individuals","fixed investments","monthly","0","7","100","1","LOSS"
"130","Punjab","1","sme","small enterprise","packing finance part i.","textile composite","working capital","quarterly","0","5","100","1","LOSS"
"131","Punjab","1","sme","small enterprise","packing finance part i.","textile composite","working capital","quarterly","0","5","100","1","LOSS"
"132","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"133","Punjab","1","sme","small enterprise","small finance a/c.","individuals","working capital","monthly","6","4","100","1","LOSS"
"134","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"135","Punjab","1","consumer","mortgage loans","housing finance investment a/c.","individuals","working capital","monthly","6","3","100","1","LOSS"
"136","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"137","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"138","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"139","Punjab","1","consumer","mortgage loans","housing finance investment a/c.","individuals","working capital","monthly","6","3","100","1","LOSS"
"140","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"141","Punjab","1","sme","small enterprise","small finance a/c.","individuals","working capital","monthly","6","4","100","1","LOSS"
"142","Punjab","1","sme","small enterprise","small finance a/c.","general traders","working capital","monthly","6","4","100","1","LOSS"
"143","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"144","Punjab","1","consumer","personal loans","demand finance a/c.","individuals","working capital","monthly","6","2","100","1","LOSS"
"145","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"146","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","3","100","1","LOSS"
"147","Punjab","1","sme","small enterprise","small finance a/c.","engineering","working capital","monthly","6","5","100","1","LOSS"
"148","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","3","100","1","LOSS"
"149","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"150","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"151","Punjab","1","sme","small enterprise","small finance a/c.","individuals","working capital","monthly","6","4","100","1","LOSS"
"152","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"153","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","6","100","1","LOSS"
"154","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"155","Punjab","1","sme","small enterprise","small finance a/c.","garments","working capital","monthly","6","5","100","1","LOSS"
"156","Punjab","1","sme","small enterprise","small loans a/c.","general traders","working capital","monthly","6","4","100","1","LOSS"
"157","Punjab","1","sme","small enterprise","small finance a/c.","others","working capital","monthly","6","4","100","1","LOSS"
"158","Punjab","1","sme","small enterprise","small finance a/c.","others","working capital","monthly","6","3","100","1","LOSS"
"159","Punjab","1","sme","small enterprise","small finance a/c.","others","working capital","monthly","6","4","100","1","LOSS"
"160","Punjab","1","sme","small enterprise","small finance a/c.","others","working capital","monthly","6","4","100","1","LOSS"
"161","Punjab","1","sme","small enterprise","small finance a/c.","garments","working capital","monthly","6","3","100","1","LOSS"
"162","Punjab","1","sme","small enterprise","small finance a/c.","individuals","working capital","monthly","6","3","100","1","LOSS"
"163","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"164","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","3","100","1","LOSS"
"165","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"166","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"167","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"168","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"169","Punjab","1","sme","small enterprise","small finance a/c.","individuals","working capital","monthly","6","4","100","1","LOSS"
"170","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"171","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","3","100","1","LOSS"
"172","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"173","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"174","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"175","Punjab","1","sme","small enterprise","small finance a/c.","individuals","working capital","monthly","6","3","100","1","LOSS"
"176","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"177","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"178","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"179","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"180","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"181","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"182","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"183","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"184","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"185","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"186","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","4","100","1","LOSS"
"187","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"188","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","5","100","1","LOSS"
"189","Punjab","1","consumer","mortgage loans","housing finance investment a/c.","individuals","working capital","monthly","6","1","100","1","LOSS"
"190","Punjab","1","pmses","small enterprise","p.m. self employment scheme account","individuals","working capital","monthly","6","3","100","1","LOSS"
"191","Punjab","1","sme","small enterprise","small finance a/c.","individuals","working capital","monthly","6","4","100","1","LOSS"
